ID	BAT_3	BAT_4	BAT_cold_3	BAT_cold_4	BAT_1	BAT_2	BAT_cold_1	BAT_cold_2	WAT_cold_1	WAT_cold_2	WAT_cold_3	WAT_cold_4	WAT_1	WAT_2	WAT_3	WAT_4
ENSMUSG00000044066	2932	2767	2073	2068	3196	2979	1720	1991	1836	2861	2555	2751	3410	3009	2939	2815
ENSMUSG00000033983	152	134	141	92	143	230	103	129	142	281	212	299	358	256	285	254
ENSMUSG00000085498	60	57	49	40	54	63	28	46	17	58	58	44	55	48	49	57
ENSMUSG00000092225	2	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0
ENSMUSG00000031523	19556	20188	12482	13317	17286	20242	16099	13856	25339	10777	11761	13966	9578	16718	12772	11637
ENSMUSG00000105679	25	21	11	16	40	21	20	8	67	142	109	133	179	133	183	166
ENSMUSG00000040139	288	201	197	193	420	224	165	196	338	384	266	403	673	461	382	449
ENSMUSG00000081344	189	159	76	76	173	207	90	98	183	252	218	325	353	326	394	130
ENSMUSG00000081319	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
ENSMUSG00000060181	898	814	651	587	1133	951	578	616	880	1363	1260	1344	1537	1387	1333	1359
ENSMUSG00000105865	0	2	0	0	1	2	0	0	0	0	0	0	0	2	0	1
ENSMUSG00000088748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099375	1	0	2	1	0	2	0	2	3	87	68	60	92	85	142	90
ENSMUSG00000003380	6050	5082	4873	4872	6246	6798	4209	4540	5750	5921	5885	6296	6847	6654	6390	5511
ENSMUSG00000093774	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000051378	28	5	4	6	17	9	3	24	47	154	166	130	177	158	110	78
ENSMUSG00000092920	0	0	0	0	0	0	0	0	3	1	2	7	0	1	1	1
ENSMUSG00000065454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093106	0	0	0	0	0	0	0	0	1	1	1	2	2	0	1	0
ENSMUSG00000030731	473	418	438	550	487	452	463	492	326	186	229	278	145	222	175	160
ENSMUSG00000087585	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000019966	3747	3989	4553	4413	3862	4302	3764	4645	3410	6573	6182	6138	4766	5404	4137	5308
ENSMUSG00000097266	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000039239	93	62	82	28	78	72	51	56	171	436	434	531	662	473	388	873
ENSMUSG00000106245	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000104129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006542	49	35	18	16	74	62	36	57	481	16	12	18	26	160	924	211
ENSMUSG00000100975	448	206	73	104	222	240	67	115	452	324	610	631	488	493	509	458
ENSMUSG00000106023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103642	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000046408	37	43	54	38	60	48	44	45	35	41	32	45	30	45	26	36
ENSMUSG00000087886	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0
ENSMUSG00000042784	84	77	82	86	106	83	52	118	76	986	555	674	432	505	365	463
ENSMUSG00000091387	2	1	1	3	3	6	0	4	5	335	582	260	261	257	293	176
ENSMUSG00000099412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107065	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000039968	1678	1204	948	863	1548	1466	769	989	1893	4010	3376	3614	5200	4337	4262	3899
ENSMUSG00000082488	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000020935	950	832	634	527	1050	977	467	572	1079	1507	1501	1662	1674	1622	1423	1340
ENSMUSG00000078675	0	0	2	0	4	0	0	0	9	56	81	37	26	10	5	6
ENSMUSG00000088295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082860	25	56	18	6	57	67	8	9	46	123	82	88	128	84	67	71
ENSMUSG00000103802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045394	4	2	65	14	0	100	0	181	90	8396	8479	9399	10189	6291	6667	8594
ENSMUSG00000093920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028060	3805	4167	4026	4103	4180	4806	3667	3879	5126	7357	6625	7824	8863	7021	7716	6850
ENSMUSG00000099918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091507	7	7	1	1	7	4	1	0	7	27	12	17	31	32	18	9
ENSMUSG00000106305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105244	0	0	1	0	0	0	0	0	1	58	12	29	43	24	46	43
ENSMUSG00000065053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051136	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000090772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100629	200	155	103	84	130	196	85	122	171	357	324	344	421	382	338	334
ENSMUSG00000097094	1	0	0	0	0	1	1	0	0	2	1	2	1	3	0	3
ENSMUSG00000078794	147	116	85	68	177	144	55	93	106	310	309	314	340	355	267	346
ENSMUSG00000026443	112	64	34	23	86	93	51	33	61	369	401	389	329	290	391	304
ENSMUSG00000098084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103653	40	26	47	44	55	36	21	38	51	48	43	46	33	40	48	24
ENSMUSG00000094283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074623	14	17	127	175	16	21	135	133	3	5	10	14	9	13	11	10
ENSMUSG00000024233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104122	9	4	0	0	10	9	2	1	7	4	5	7	5	10	12	6
ENSMUSG00000103084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090841	22470	16756	13129	11548	19102	22081	10828	13943	26378	23405	25038	26968	28544	23369	28546	28784
ENSMUSG00000029885	0	0	0	0	0	0	0	0	0	2	0	1	1	2	0	1
ENSMUSG00000105524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059434	18	15	1	3	6	29	6	3	6	21	16	11	9	18	14	13
ENSMUSG00000045306	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
ENSMUSG00000079842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094117	0	45	1	1	1	0	0	1	18	116	91	54	139	45	102	77
ENSMUSG00000073982	1118	1071	1127	1024	1153	1223	862	1085	2087	4732	4525	4411	6058	4951	5391	4028
ENSMUSG00000104093	1	0	1	0	1	1	0	3	16	4	2	2	2	12	2	4
ENSMUSG00000060469	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ENSMUSG00000086545	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0
ENSMUSG00000105700	0	1	0	2	1	1	1	1	2	0	0	1	1	1	0	0
ENSMUSG00000083416	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
ENSMUSG00000027318	224	264	221	132	348	349	143	238	1642	2422	1878	2327	2069	3025	1974	1482
ENSMUSG00000081108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086057	4	4	0	0	3	1	0	0	0	0	1	1	3	0	1	0
ENSMUSG00000049648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027435	8357	8985	5351	5379	8607	8726	4791	6493	5775	5246	4577	5913	4525	5248	4288	4364
ENSMUSG00000022471	6776	6975	11422	11491	6611	7710	10396	13225	3782	2826	3605	3556	2707	2286	2501	2212
ENSMUSG00000099483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029468	277	203	210	107	326	230	80	259	644	2205	1963	1817	1705	1910	1552	1258
ENSMUSG00000099211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105446	0	0	0	0	0	0	0	0	0	3	3	0	2	0	0	1
ENSMUSG00000075127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066704	0	0	0	0	0	0	0	0	0	22	16	21	25	546	5	25
ENSMUSG00000098698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000045684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064036	1	1	6	6	1	1	1	4	31	17	11	19	7	6	11	4
ENSMUSG00000105459	0	2	0	0	0	0	0	1	0	1	1	1	1	0	0	0
ENSMUSG00000096793	10	24	2	8	11	18	6	2	5	12	10	16	6	8	20	6
ENSMUSG00000082505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018868	4	6	23	13	5	2	16	15	113	32	32	61	17	18	29	14
ENSMUSG00000077039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081580	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021476	1383	1088	1331	1302	1394	1376	1186	1353	1324	1485	1407	1486	1656	1543	1483	1441
ENSMUSG00000075150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037390	0	0	0	0	0	0	0	0	0	6	2	1	3	0	1	0
ENSMUSG00000094442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049577	541	446	414	421	590	603	302	435	446	891	697	801	1233	1072	959	578
ENSMUSG00000093228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042401	48	25	3	3	36	44	6	3	250	47	48	96	11	8	7	12
ENSMUSG00000021767	2176	2073	1488	1358	2648	2176	1268	1750	2463	2826	2605	2738	2921	2799	2388	2373
ENSMUSG00000061376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021927	5	1	1	1	5	2	0	1	4	0	4	14	6	2	1	1
ENSMUSG00000083635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078783	6	2	0	0	0	0	0	1	2	22	16	5	9	2	0	7
ENSMUSG00000107311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024293	953	930	999	1117	950	971	814	1048	1332	3252	2640	2978	3857	3098	3083	2881
ENSMUSG00000099803	0	0	1	1	0	0	0	0	0	6	0	1	0	0	6	1
ENSMUSG00000086984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020471	1587	1513	1288	1232	1874	1784	964	1204	1287	1330	1206	1337	1676	1541	1605	1380
ENSMUSG00000033033	187	109	172	158	151	165	117	166	515	1577	1236	1260	1646	1540	1301	949
ENSMUSG00000062683	8073	6846	7990	8018	8290	8296	6785	7980	6563	6244	6868	7370	7340	6506	7087	6395
ENSMUSG00000046180	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	1
ENSMUSG00000080378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104676	3	2	6	7	1	0	10	3	1	5	1	3	3	2	3	0
ENSMUSG00000078518	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0
ENSMUSG00000102787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031970	122	146	89	82	166	171	90	99	114	182	189	156	239	129	179	123
ENSMUSG00000097352	4	2	4	3	10	7	2	3	81	607	394	336	922	584	586	467
ENSMUSG00000090946	1017	1000	590	604	862	1277	587	654	1829	1728	1503	1810	2043	1818	1733	1878
ENSMUSG00000082757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086781	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000083031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031163	1	1	16	13	3	8	3	12	0	0	0	0	0	0	0	1
ENSMUSG00000081127	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000067879	1	2	0	1	6	0	0	0	0	4	4	2	3	6	4	0
ENSMUSG00000097338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007589	739	674	584	625	868	746	458	639	1015	1536	1485	1459	2223	1744	1921	1594
ENSMUSG00000075826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000098987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000093816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019564	505	298	215	204	567	372	215	226	413	864	858	796	1205	1037	909	818
ENSMUSG00000032783	21	3	2	0	10	8	5	2	16	84	83	45	94	92	66	61
ENSMUSG00000083043	8	6	1	3	7	17	5	8	5	17	13	14	18	13	12	3
ENSMUSG00000024019	163	150	210	224	199	182	176	204	166	396	325	372	468	379	349	335
ENSMUSG00000050608	9847	8317	9866	9589	9445	9797	8401	9412	5763	4253	4960	5820	4084	3761	4206	3928
ENSMUSG00000096618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106515	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1
ENSMUSG00000094735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075470	863	891	858	812	1071	1047	843	915	1332	1845	1801	1805	2125	1855	1780	1639
ENSMUSG00000086255	1	2	0	1	4	2	2	4	0	2	3	2	0	0	0	0
ENSMUSG00000051054	1	0	1	0	0	1	0	2	1	0	2	0	0	1	2	0
ENSMUSG00000080152	1	2	2	0	3	1	0	2	1	8	2	2	2	11	6	0
ENSMUSG00000082370	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000089975	0	0	0	0	0	0	0	0	1	4	1	0	0	2	1	0
ENSMUSG00000081762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103464	5	1	0	4	5	1	0	0	2	8	5	7	15	10	6	1
ENSMUSG00000094607	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
ENSMUSG00000049168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001998	720	673	448	447	847	816	444	559	924	1708	1405	1443	2070	1722	1660	1367
ENSMUSG00000104949	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000093487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064524	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1
ENSMUSG00000105981	11	10	1	3	25	12	3	2	6	21	15	18	27	18	29	15
ENSMUSG00000028899	1034	890	1185	1035	1004	1030	949	1091	1333	1594	1573	1699	1766	1575	1645	1566
ENSMUSG00000094484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103594	1	0	0	0	1	1	0	0	2	1	2	2	2	4	1	2
ENSMUSG00000086573	1	2	0	0	0	0	0	2	1	5	8	7	5	2	2	2
ENSMUSG00000073155	1938	1816	1782	1584	2378	2209	1549	1848	3880	3316	3800	4111	3261	3455	3267	3360
ENSMUSG00000089854	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000070209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054582	34	27	18	29	43	41	17	16	138	122	118	116	119	116	124	141
ENSMUSG00000083742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033434	367	304	357	418	375	345	363	357	443	711	632	654	989	865	822	649
ENSMUSG00000025383	4	0	1	1	2	9	1	1	4	4	7	6	8	6	7	8
ENSMUSG00000100248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045350	24	27	289	252	89	77	232	163	55	55	53	59	14	17	14	28
ENSMUSG00000107305	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106076	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068075	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0
ENSMUSG00000074882	0	0	0	0	1	0	0	0	0	9	0	0	4	0	0	0
ENSMUSG00000101618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060512	4	7	2	1	6	4	0	8	19	317	298	304	202	199	192	220
ENSMUSG00000007944	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
ENSMUSG00000106182	0	0	0	0	0	1	0	0	0	1	1	1	0	0	2	0
ENSMUSG00000091703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079022	4	7	1	2	8	6	2	6	8	15	9	16	26	14	14	14
ENSMUSG00000064366	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000028843	975	885	664	533	1110	980	376	589	2344	8026	6686	6675	11129	8651	10235	7336
ENSMUSG00000024053	264	305	541	412	542	589	347	550	2371	4160	4982	5092	4194	5731	2916	5349
ENSMUSG00000083573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036104	4355	4346	4559	4378	4978	5049	3788	5139	5158	6614	6116	6558	7603	6575	6530	5909
ENSMUSG00000097997	5	1	7	6	14	3	7	11	11	19	4	10	10	15	8	9
ENSMUSG00000093705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086125	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032387	2973	3079	5832	5923	3655	3458	5453	5797	3672	1459	2168	2474	1087	1302	1185	993
ENSMUSG00000051721	464	417	319	220	403	450	239	282	449	353	368	533	479	401	418	329
ENSMUSG00000055862	418	258	174	179	488	331	149	193	735	1683	1333	1658	2651	2042	2119	1794
ENSMUSG00000028081	24919	21667	10567	9240	24164	27966	8692	10228	23205	66902	60108	61879	89707	73270	75623	78020
ENSMUSG00000100091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080254	0	1	0	0	2	0	0	0	2	4	2	7	2	1	4	3
ENSMUSG00000015697	2578	2171	1674	1479	2773	2776	1252	1720	2375	4244	4009	4449	5155	4520	4076	4175
ENSMUSG00000082215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020255	921	1122	899	707	1002	1381	696	714	1314	2444	1925	2125	3067	2326	2361	2200
ENSMUSG00000104832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037108	407	383	269	289	396	403	189	331	374	450	469	522	740	583	673	586
ENSMUSG00000025813	35	53	19	1	95	40	16	51	249	999	685	721	999	1389	699	1091
ENSMUSG00000100536	4	4	2	1	3	0	0	0	1	11	8	2	3	10	1	8
ENSMUSG00000089487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078554	1	0	0	0	0	4	0	0	0	1	0	0	3	2	0	0
ENSMUSG00000036943	1638	1611	1072	962	1690	1758	895	1151	2560	5871	5709	5414	7316	6317	6013	5398
ENSMUSG00000084260	5	0	95	14	3	0	5	3	37	92	76	45	121	51	18	25
ENSMUSG00000079963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085413	0	1	0	2	0	4	0	1	4	0	0	0	4	1	1	2
ENSMUSG00000038544	1377	1313	945	818	1644	1382	656	978	1079	2310	1829	2139	2703	2196	2182	1872
ENSMUSG00000019478	67	71	188	183	94	60	149	186	297	662	597	730	480	471	438	463
ENSMUSG00000064624	0	0	0	0	0	0	1	0	0	11	9	5	33	6	28	21
ENSMUSG00000104067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071419	0	1	1	0	1	0	0	0	6	6	7	6	16	6	9	6
ENSMUSG00000062753	343	243	256	296	341	359	204	341	410	1030	1114	1017	1391	1165	947	829
ENSMUSG00000093005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085118	22	4	3	17	20	6	3	5	28	29	40	36	37	35	10	20
ENSMUSG00000018474	2286	1926	10538	12678	2062	2233	9264	13299	5686	18555	15912	17456	22149	16229	19030	14040
ENSMUSG00000083814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039824	293	257	1123	968	396	225	857	1133	738	365	377	555	341	241	296	283
ENSMUSG00000041506	942	985	763	746	948	1422	602	661	802	1392	1156	1345	1956	1411	1619	1421
ENSMUSG00000093744	28	40	12	16	25	52	2	18	4	1	4	7	4	2	1	2
ENSMUSG00000083786	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
ENSMUSG00000098369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040584	410	364	347	366	468	440	241	318	799	1574	1083	1377	1525	1783	1530	1834
ENSMUSG00000035329	726	597	1383	1293	555	610	1116	1188	1227	1710	1566	1840	1930	1651	1447	1274
ENSMUSG00000104513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035469	1622	1343	1194	1144	1658	1447	964	1333	2077	3676	3267	3453	4821	3954	3897	3679
ENSMUSG00000092090	2	5	1	4	4	1	3	2	1	2	3	3	0	3	1	2
ENSMUSG00000088124	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000059995	2531	2636	2476	2327	2666	2812	1888	2538	3924	5743	4940	5800	7265	5838	5854	4919
ENSMUSG00000103035	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081809	4	2	7	3	4	9	0	2	8	23	14	14	24	17	14	18
ENSMUSG00000026249	3095	2865	687	562	3024	3404	541	684	2766	849	850	853	618	992	1071	1101
ENSMUSG00000086145	2	0	8	4	2	0	2	6	5	5	1	3	1	3	1	2
ENSMUSG00000102630	0	2	2	0	2	1	0	0	3	1	2	2	3	6	1	1
ENSMUSG00000091595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053646	354	338	308	311	442	416	220	292	429	3004	1954	2332	2169	2011	1651	1732
ENSMUSG00000098716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027684	1176	858	889	807	1216	1018	717	846	758	566	591	663	642	666	559	599
ENSMUSG00000084527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033644	77	60	72	48	42	56	20	80	37	127	82	120	124	119	136	100
ENSMUSG00000024958	1960	1670	3239	3394	2042	1747	2605	3209	2456	1973	2338	2767	2103	1911	2048	1695
ENSMUSG00000105664	6	0	1	2	1	0	1	0	4	7	15	7	4	8	6	5
ENSMUSG00000103699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022201	4429	4503	3844	3741	4697	5368	3770	3270	6760	7401	6489	7477	7177	6671	6724	6684
ENSMUSG00000053742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024513	3624	3517	2741	2578	4086	4206	2093	2691	4070	5518	5258	5749	7006	5855	5759	5596
ENSMUSG00000099075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037463	73	53	158	144	74	88	89	150	116	154	151	191	187	184	157	219
ENSMUSG00000010554	1163	1183	1694	1586	1329	1238	1290	1523	1992	2254	1944	2514	2681	2231	2174	2083
ENSMUSG00000099669	1	0	4	14	1	3	5	9	1	1	1	0	0	1	0	1
ENSMUSG00000096808	36	25	17	11	28	36	17	19	29	53	52	25	80	68	29	46
ENSMUSG00000064721	26	15	14	11	22	35	5	7	26	61	29	32	79	62	63	62
ENSMUSG00000079522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073197	11	13	27	17	22	18	21	18	51	117	76	70	64	64	82	73
ENSMUSG00000042066	591	442	378	382	638	558	364	413	616	1032	1014	1031	1256	1316	1256	967
ENSMUSG00000084053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056133	265	144	8	3	184	149	3	12	106	46	31	30	145	252	121	143
ENSMUSG00000028989	0	1	8	4	2	2	0	2	12	166	92	126	119	128	92	38
ENSMUSG00000027959	73	66	42	43	64	46	32	37	113	308	298	256	433	332	282	293
ENSMUSG00000024892	44391	39167	65567	59805	58808	44760	64323	61182	213064	96007	122652	175666	46999	61281	81929	51633
ENSMUSG00000066058	6	11	25	9	55	9	1	29	131	99	47	97	93	303	71	160
ENSMUSG00000049576	3	2	0	0	1	0	0	2	0	0	0	1	4	2	3	4
ENSMUSG00000085873	10	1	0	1	4	0	3	1	8	85	86	59	79	54	41	54
ENSMUSG00000032802	1709	1787	5441	4981	1965	2083	3884	4973	3394	1632	2549	2815	1480	1248	1273	1591
ENSMUSG00000101588	11	28	9	18	53	26	9	8	28	13	22	31	17	43	23	28
